track,mode,verifier_count,trial,algorithm,elapsed_ms,repetitions,success,failure,error,signature_bytes,m_rcpt_bytes,receipt_bytes,open_bytes
GPV-M,optimized-hybrid,1,0,audit_keygen,612.3312999989139,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,judge,652.0358999987366,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,keygen,36038.75173333412,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,open_receipt,52.30389999633189,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,proxy_authorize,26.97170000465121,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,proxy_keygen,446.10480000119423,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,proxy_sign,250.88449999748264,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,receipt_gen,284.1480999995838,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,0,verify,452.54410000052303,1,1,0,0,272185,90096,188668,91184
GPV-M,optimized-hybrid,1,1,audit_keygen,665.0308000025689,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,judge,612.7874000012525,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,keygen,31349.553866666003,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,open_receipt,54.04300000373041,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,proxy_authorize,13.668000006873626,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,proxy_keygen,463.8606000007712,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,proxy_sign,262.645100003283,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,receipt_gen,308.81509999744594,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,1,verify,468.1882000004407,1,1,0,0,272185,90096,188664,91184
GPV-M,optimized-hybrid,1,2,audit_keygen,568.1476000027033,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,judge,619.602799997665,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,keygen,31338.82813333427,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,open_receipt,53.45069999748375,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,proxy_authorize,29.03929999592947,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,proxy_keygen,456.0415000014473,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,proxy_sign,241.37640000117244,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,receipt_gen,277.5000000037835,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,2,verify,479.0186000027461,1,1,0,0,272185,90096,188680,91184
GPV-M,optimized-hybrid,1,3,audit_keygen,667.2700000053737,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,judge,629.7523000030196,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,keygen,32198.763866666315,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,open_receipt,52.482299994153436,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,proxy_authorize,14.444400003412738,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,proxy_keygen,468.42889999970794,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,proxy_sign,237.09729999973206,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,receipt_gen,282.5673000043025,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,3,verify,482.5377999950433,1,1,0,0,272185,90096,188669,91184
GPV-M,optimized-hybrid,1,4,audit_keygen,555.2133000019239,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,judge,647.4596000043675,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,keygen,31176.772333334764,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,open_receipt,56.06390000320971,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,proxy_authorize,24.096000001009088,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,proxy_keygen,509.02399999904446,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,proxy_sign,245.5342999965069,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,receipt_gen,303.6193000007188,1,1,0,0,272185,90096,188663,91184
GPV-M,optimized-hybrid,1,4,verify,461.8073000019649,1,1,0,0,272185,90096,188663,91184
