track,mode,verifier_count,trial,algorithm,elapsed_ms,repetitions,success,failure,error,signature_bytes,m_rcpt_bytes,receipt_bytes,open_bytes
GPV-L,optimized-hybrid,8,0,audit_keygen,3685.19219999871,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,judge,6291.446500001257,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,keygen,88167.26503999998,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,open_receipt,1095.771700000114,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,proxy_authorize,231.48500000024796,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,proxy_keygen,2499.064499999804,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,proxy_sign,6310.1115999998,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,receipt_gen,5009.100499999477,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,0,verify,3582.291000000623,1,1,0,0,1831250,102928,217324,104496
GPV-L,optimized-hybrid,8,1,audit_keygen,1880.3447999998752,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,judge,1905.2919000005204,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,keygen,85049.95348000029,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,open_receipt,297.2159000000829,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,proxy_authorize,113.00180000034743,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,proxy_keygen,917.9070999998657,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,proxy_sign,1895.6390000003012,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,receipt_gen,902.9165000010835,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,1,verify,1234.9952000004123,1,1,0,0,1831250,102928,217321,104496
GPV-L,optimized-hybrid,8,2,audit_keygen,2210.184000001391,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,judge,1836.9504999991477,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,keygen,84780.09430000003,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,open_receipt,300.3457000013441,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,proxy_authorize,228.38229999979376,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,proxy_keygen,1778.109900000345,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,proxy_sign,2078.234300000986,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,receipt_gen,939.3865999991249,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,2,verify,1212.127499999042,1,1,0,0,1831250,102928,217291,104496
GPV-L,optimized-hybrid,8,3,audit_keygen,2331.962999998723,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,judge,7857.262899999114,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,keygen,91499.84432999992,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,open_receipt,1116.75490000016,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,proxy_authorize,226.72109999984968,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,proxy_keygen,2160.838199999489,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,proxy_sign,6552.183400001013,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,receipt_gen,3410.8252999994875,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,3,verify,3128.2217999996647,1,1,0,0,1831250,102928,217316,104496
GPV-L,optimized-hybrid,8,4,audit_keygen,2197.1891000011965,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,judge,1878.0834000008326,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,keygen,101921.34034999963,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,open_receipt,292.5630999998248,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,proxy_authorize,235.77509999995527,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,proxy_keygen,2026.249500000631,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,proxy_sign,2312.0173000006616,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,receipt_gen,913.0480000003445,1,1,0,0,1831250,102928,217309,104496
GPV-L,optimized-hybrid,8,4,verify,1184.175200000027,1,1,0,0,1831250,102928,217309,104496
