track,mode,verifier_count,trial,algorithm,elapsed_ms,repetitions,success,failure,error,signature_bytes,m_rcpt_bytes,receipt_bytes,open_bytes
GPV-S,optimized-hybrid,2,0,audit_keygen,205.2512000009301,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,judge,186.49420000292594,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,keygen,950.4139250002481,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,open_receipt,32.402500000898726,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,proxy_authorize,4.4899999993504025,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,proxy_keygen,93.78270000161137,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,proxy_sign,88.2017000039923,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,receipt_gen,110.83240000152728,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,0,verify,100.72930000023916,1,1,0,0,204696,77263,160037,77871
GPV-S,optimized-hybrid,2,1,audit_keygen,210.04070000344655,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,judge,180.214200001501,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,keygen,899.1413749990897,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,open_receipt,32.04910000204109,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,proxy_authorize,4.071099996508565,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,proxy_keygen,92.96460000041407,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,proxy_sign,77.9776999988826,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,receipt_gen,109.85970000183443,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,1,verify,100.4118000055314,1,1,0,0,204696,77263,160041,77871
GPV-S,optimized-hybrid,2,2,audit_keygen,207.83700000174576,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,judge,180.81030000030296,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,keygen,939.9425749998045,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,open_receipt,32.58389999973588,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,proxy_authorize,3.7592000007862225,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,proxy_keygen,90.63130000140518,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,proxy_sign,79.96149999962654,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,receipt_gen,108.15390000061598,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,2,verify,102.21469999669353,1,1,0,0,204696,77263,160036,77871
GPV-S,optimized-hybrid,2,3,audit_keygen,209.78830000240123,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,judge,182.18899999919813,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,keygen,899.532924999221,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,open_receipt,83.1867999950191,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,proxy_authorize,3.5213000010116957,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,proxy_keygen,93.97670000180369,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,proxy_sign,82.00500000384636,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,receipt_gen,110.19910000322852,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,3,verify,103.72149999602698,1,1,0,0,204696,77263,160043,77871
GPV-S,optimized-hybrid,2,4,audit_keygen,204.11199999944074,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,judge,183.2386999958544,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,keygen,917.390050000904,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,open_receipt,32.88510000129463,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,proxy_authorize,4.70340000174474,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,proxy_keygen,93.05250000033993,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,proxy_sign,81.04409999941709,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,receipt_gen,112.66150000301423,1,1,0,0,204696,77263,160040,77871
GPV-S,optimized-hybrid,2,4,verify,101.87620000215247,1,1,0,0,204696,77263,160040,77871
