track,mode,verifier_count,trial,algorithm,elapsed_ms,repetitions,success,failure,error,signature_bytes,m_rcpt_bytes,receipt_bytes,open_bytes
GPV-M,optimized-hybrid,16,0,audit_keygen,610.7000000000653,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,judge,1807.5981000000638,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,keygen,30652.75473333333,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,open_receipt,390.5105999999705,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,proxy_authorize,36.89449999990302,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,proxy_keygen,531.1633999999685,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,proxy_sign,1932.0838000001004,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,receipt_gen,1031.563599999913,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,0,verify,1023.5975000000508,1,1,0,0,2307151,90096,188687,91184
GPV-M,optimized-hybrid,16,1,audit_keygen,617.3729999998159,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,judge,1874.3859000001066,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,keygen,32917.61166111113,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,open_receipt,383.6647999999059,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,proxy_authorize,47.95620000004419,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,proxy_keygen,567.0518000001721,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,proxy_sign,2040.7698000001346,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,receipt_gen,965.0340000000597,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,1,verify,1096.198700000059,1,1,0,0,2307151,90096,188681,91184
GPV-M,optimized-hybrid,16,2,audit_keygen,675.9741999999278,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,judge,1726.6411000000517,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,keygen,32686.188716666682,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,open_receipt,381.62259999990056,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,proxy_authorize,23.393200000100478,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,proxy_keygen,573.7130999996225,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,proxy_sign,2016.8140000000676,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,receipt_gen,927.6310999998714,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,2,verify,942.8586999997606,1,1,0,0,2307151,90096,188675,91184
GPV-M,optimized-hybrid,16,3,audit_keygen,540.4720999999881,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,judge,1835.8825999998771,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,keygen,32859.10983888892,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,open_receipt,372.3863000000165,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,proxy_authorize,43.009799999708775,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,proxy_keygen,470.08869999990566,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,proxy_sign,2041.99860000017,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,receipt_gen,933.1271000000925,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,3,verify,908.3848999998736,1,1,0,0,2307151,90096,188697,91184
GPV-M,optimized-hybrid,16,4,audit_keygen,544.380700000147,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,judge,1693.5562000003301,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,keygen,31651.516944444433,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,open_receipt,376.48959999978615,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,proxy_authorize,37.2138000002451,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,proxy_keygen,525.8856000000378,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,proxy_sign,1931.4131999999518,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,receipt_gen,919.9787000002289,1,1,0,0,2307151,90096,188668,91184
GPV-M,optimized-hybrid,16,4,verify,877.3866999999882,1,1,0,0,2307151,90096,188668,91184
